"source";"target";"purpose"
"W07-2218";"4890";"use"
"P05-1022";"4891";"approach"
"A00-2018";"4892";"approach"
"E97-1003";"4893";"approach"
"P06-1055";"4894";"approach"
"D11-1109";"4895";"report"
"P06-1013";"4896";"proposed by"
"P91-1034";"4897";"approach"
"D08-1070";"4898";"present"
"P08-1102";"4899";"present"
"P11-1139";"4900";"present"
"D09-1095";"4901";"use"
"J91-1003";"4902";"approach"
"W98-0720";"4903";"approach"
"P88-1012";"4904";"approach"
"J91-4003";"4905";"approach"
"P03-1069";"4906";"present"
"E09-1100";"4907";"present"
"E06-1039";"4908";"present"
"W11-1722";"4909";"proposed by"
"W11-1722";"4910";"present"
"D11-1013";"4911";"proposed by"
"P11-1150";"4912";"proposed by"
"P11-1150";"4913";"proposed by"
"N10-1066";"4914";"approach"
"P09-1067";"4915";"present"
"D08-1016";"4916";"proposed by"
"P11-1082";"4917";"use"
"W04-3250";"4918";"use"
"P03-1021";"4919";"use"
"D11-1033";"4920";"present"
"D08-1090";"4921";"use"
"W04-3237";"4922";"method"
"W06-3123";"4923";"present"
"P11-1064";"4924";"report"
"P98-2127";"4925";"proposed by"
"J91-4003";"4926";"present"
"P05-1017";"4927";"proposed by"
"J08-4005";"4928";"proposed by"
"J10-3003";"4929";"present"
"N09-1012";"4930";"introduce"
"D11-1016";"4931";"introduce"
"P08-2026";"4932";"use"
"P08-2026";"4933";"use"
"P06-1043";"4934";"use"
"D11-1137";"4935";"introduce"
"W06-1610";"4936";"proposed by"
"W09-3916";"4937";"use"
"W04-1013";"4938";"use"
"W06-3113";"4939";"use"
"P11-2013";"4940";"approach"
"P11-1037";"4941";"approach"
"W09-2010";"4942";"present"
"W11-2210";"4943";"approach"
"P11-1038";"4944";"approach"
"W11-2210";"4945";"present"
"P11-1038";"4946";"present"
"W09-2010";"4947";"present"
"W11-0329";"4948";"present"
"P07-1056";"4949";"method"
"W02-1011";"4950";"method"
"P09-1027";"4951";"method"
"P10-1043";"4952";"method"
"P09-1027";"4953";"method"
"P07-1056";"4954";"method"
"P11-1013";"4955";"method"
"P08-2065";"4956";"method"
"N07-1018";"4957";"use"
"P07-1035";"4958";"present"
"D07-1072";"4959";"present"
"P07-1035";"4960";"present"
"D07-1072";"4961";"present"
"W06-2929";"4962";"use"
"P11-1055";"4963";"use"
"P11-1055";"4964";"use"
"P11-1055";"4965";"use"
"D09-1036";"4966";"proposed by"
"P02-1047";"4967";"present"
"P09-1077";"4968";"proposed by"
"D12-1118";"4969";"approach"
"P15-3003";"4970";"proposed by"
"W11-1607";"4971";"present"
"D08-1057";"4972";"present"
"W10-2107";"4973";"use"
"N13-1102";"4974";"proposed by"
"P11-2033";"4975";"proposed by"
"P11-1032";"4976";"report"
"W13-3512";"4977";"present"
"N13-1090";"4978";"report"
"D12-1111";"4979";"use"
"D10-1051";"4980";"approach"
"D12-1110";"4981";"use"
"W12-1511";"4982";"present"
"N04-1041";"4983";"approach"
"P05-1047";"4984";"present"
"P03-1044";"4985";"present"
"P05-1047";"4986";"present"
"P03-1044";"4987";"present"
"N13-1003";"4988";"present"
"P12-2071";"4989";"use"
"P12-1026";"4990";"use"
"P09-1056";"4991";"report"
"P06-1089";"4992";"report"
"P10-1040";"4993";"report"
"P06-2005";"4994";"present"
"N13-1037";"4995";"introduce"
"P12-1109";"4996";"present"
"D13-1007";"4997";"introduce"
"P09-1039";"4998";"use"
"W01-0516";"4999";"use"
"W06-1616";"5000";"use"
"P12-1111";"5001";"use"
"D13-1176";"5002";"use"
"N12-1005";"5003";"present"
"Q14-1026";"5004";"use"
"J04-1004";"5005";"proposed by"
"W99-0701";"5006";"proposed by"
"P12-2075";"5007";"present"
"J11-3001";"5008";"proposed by"
"P06-2034";"5009";"method"
"D11-1033";"5010";"approach"
"P10-2041";"5011";"approach"
"D13-1160";"5012";"approach"
"P13-1042";"5013";"approach"
"Q13-1005";"5014";"present"
"W10-2903";"5015";"present"
"J13-2005";"5016";"present"
"D08-1082";"5017";"approach"
"D09-1001";"5018";"present"
"P12-1051";"5019";"approach"
"D08-1082";"5020";"approach"
"P07-1084";"5021";"approach"
"P99-1067";"5022";"approach"
"D12-1003";"5023";"approach"
"P12-1009";"5024";"introduce"
"P12-1009";"5025";"proposed by"
"P13-2074";"5026";"use"
"W06-2909";"5027";"use"
"D11-1129";"5028";"introduce"
"S07-1029";"5029";"method"
"P13-1020";"5030";"present"
"P11-1049";"5031";"present"
"D13-1155";"5032";"present"
"N10-1131";"5033";"use"
"E06-1038";"5034";"present"
"W13-3508";"5035";"present"
"P10-1058";"5036";"present"
"D12-1022";"5037";"present"
"N03-1017";"5038";"method"
"P07-1108";"5039";"method"
"P07-1092";"5040";"method"
"P07-1108";"5041";"method"
"N07-1061";"5042";"method"
"P12-2061";"5043";"use"
"P06-1139";"5044";"use"
"P03-1028";"5045";"approach"
"P04-1056";"5046";"approach"
"P03-1028";"5047";"approach"
"D09-1016";"5048";"approach"
"D09-1093";"5049";"use"
"P13-1048";"5050";"proposed by"
"D07-1008";"5051";"use"
"E06-1038";"5052";"proposed by"
"W08-1106";"5053";"proposed by"
"P13-1161";"5054";"present"
"P08-1031";"5055";"present"
"D13-1172";"5056";"present"
"P12-1036";"5057";"present"
"D10-1006";"5058";"present"
"P11-1105";"5059";"introduce"
"P05-1001";"5060";"use"
"N13-1063";"5061";"present"
"P06-1104";"5062";"method"
"D13-1140";"5063";"present"
"W97-0309";"5064";"approach"
"D11-1024";"5065";"present"
"P11-1015";"5066";"present"
"J11-2001";"5067";"approach"
"P02-1053";"5068";"approach"
"P07-1073";"5069";"introduce"
"P11-1055";"5070";"present"
"N06-1039";"5071";"proposed by"
"P11-1055";"5072";"proposed by"
"D12-1042";"5073";"proposed by"
"P11-1022";"5074";"approach"
"W11-0502";"5075";"introduce"
"E09-1005";"5076";"method"
"P10-1154";"5077";"method"
"P05-1006";"5078";"use"
"P10-4014";"5079";"use"
"J96-1002";"5080";"approach"
"W00-1307";"5081";"proposed by"
"W09-1113";"5082";"use"
"P12-1092";"5083";"introduce"
"J09-1005";"5084";"use"
"P13-1004";"5085";"proposed by"
"P13-1004";"5086";"proposed by"
"P13-1004";"5087";"proposed by"
"P12-1092";"5088";"use"
"N10-1013";"5089";"present"
"N10-1013";"5090";"present"
"N13-1003";"5091";"present"
"N13-1003";"5092";"report"
"D08-1089";"5093";"approach"
"N04-4026";"5094";"approach"
"P06-1066";"5095";"approach"
"N09-2028";"5096";"use"
"P04-1005";"5097";"present"
"D10-1018";"5098";"present"
"N13-1102";"5099";"present"
"W05-0305";"5100";"approach"
"J08-2005";"5101";"proposed by"
"D07-1010";"5102";"present"
"W05-0305";"5103";"approach"
"N09-2028";"5104";"use"
"J99-4003";"5105";"present"
"J99-4003";"5106";"present"
"P13-1086";"5107";"use"
"N13-1029";"5108";"present"
"W06-3119";"5109";"present"
"W98-1124";"5110";"method"
"W10-1754";"5111";"present"
"J08-3004";"5112";"present"
"N03-1017";"5113";"approach"
"D11-1063";"5114";"present"
"P02-1053";"5115";"proposed by"
"P07-2034";"5116";"present"
"D10-1120";"5117";"present"
"D09-1026";"5118";"present"
"P11-2093";"5119";"proposed by"
"P10-1045";"5120";"proposed by"
"P10-1045";"5121";"proposed by"
"P10-1044";"5122";"proposed by"
"W10-2602";"5123";"present"
"N12-1046";"5124";"use"
"P12-1079";"5125";"present"
"P09-1036";"5126";"present"
"P05-1022";"5127";"method"
"J05-1003";"5128";"method"
"P08-1067";"5129";"method"
"D07-1100";"5130";"approach"
"D13-1074";"5131";"use"
"W13-3604";"5132";"use"
"D11-1129";"5133";"use"
"D13-1014";"5134";"introduce"
"D13-1014";"5135";"present"
"J98-2002";"5136";"use"
"P99-1014";"5137";"present"
"J05-1003";"5138";"approach"
"D07-1071";"5139";"approach"
"D10-1111";"5140";"method"
"P12-1078";"5141";"method"
"P05-1033";"5142";"use"
"W08-0336";"5143";"proposed by"
"D13-1009";"5144";"method"
"J07-2003";"5145";"method"
"D11-1125";"5146";"use"
"N10-1082";"5147";"introduce"
"P10-2042";"5148";"use"
"P13-2106";"5149";"use"
"P10-2042";"5150";"use"
"P13-2106";"5151";"use"
"P10-1117";"5152";"proposed by"
"Q13-1033";"5153";"present"
"D13-1112";"5154";"method"
"W06-1302";"5155";"method"
"W11-2004";"5156";"method"
"P11-1086";"5157";"use"
"D12-1104";"5158";"approach"
"D13-1160";"5159";"approach"
"D13-1161";"5160";"approach"
"N07-1018";"5161";"method"
"P08-1030";"5162";"use"
"D09-1016";"5163";"use"
"P08-1028";"5164";"approach"
"D10-1108";"5165";"method"
"D09-1025";"5166";"method"
"P09-1050";"5167";"method"
"P13-1085";"5168";"use"
"J07-2003";"5169";"use"
"D13-1110";"5170";"proposed by"
"N06-1014";"5171";"report"
"N06-1014";"5172";"method"
"P11-1055";"5173";"present"
"D12-1042";"5174";"present"
"P13-1161";"5175";"approach"
"P10-1127";"5176";"method"
"P10-1126";"5177";"method"
"P08-1099";"5178";"method"
"E14-1062";"5179";"method"
"P09-1012";"5180";"proposed by"
"W06-0127";"5181";"approach"
"P09-1098";"5182";"use"
"P13-2121";"5183";"use"
"P11-1027";"5184";"use"
"P00-1022";"5185";"present"
"J08-1001";"5186";"present"
"P08-2011";"5187";"approach"
"D12-1106";"5188";"introduce"
"P08-2016";"5189";"use"
"W01-0516";"5190";"use"
"W10-3801";"5191";"method"
"D07-1103";"5192";"method"
"P05-1057";"5193";"method"
"P06-1065";"5194";"method"
"P10-1017";"5195";"method"
"W13-1728";"5196";"use"
"P99-1042";"5197";"present"
"J08-2005";"5198";"approach"
"D10-1108";"5199";"use"
"D10-1108";"5200";"use"
"D13-1174";"5201";"report"
"W08-0302";"5202";"present"
"J10-4006";"5203";"use"
"N13-1118";"5204";"present"
"J10-4006";"5205";"use"
"E14-1049";"5206";"use"
"P11-1061";"5207";"use"
"D12-1082";"5208";"present"
"P05-1052";"5209";"method"
"W02-0606";"5210";"use"
"P00-1027";"5211";"use"
"W10-2916";"5212";"proposed by"
"W10-2916";"5213";"use"
"W10-1733";"5214";"present"
"W10-1733";"5215";"proposed by"
"W06-1616";"5216";"approach"
"D09-1058";"5217";"present"
"P09-1039";"5218";"approach"
"W06-1616";"5219";"approach"
"D07-1072";"5220";"present"
"P07-1055";"5221";"present"
"W06-3808";"5222";"approach"
"P05-1015";"5223";"approach"
"N07-1038";"5224";"approach"
"P07-1056";"5225";"introduce"
"N09-1062";"5226";"use"
"W01-0713";"5227";"approach"
"P02-1017";"5228";"approach"
"N10-1013";"5229";"introduce"
"P08-1095";"5230";"report"
"P03-1071";"5231";"use"
"P06-1004";"5232";"use"
"N09-2054";"5233";"use"
"P06-1055";"5234";"introduce"
"W10-2924";"5235";"use"
"P10-1030";"5236";"method"
"P09-2058";"5237";"use"
"P09-1104";"5238";"use"
"N03-1017";"5239";"use"
"J03-1002";"5240";"use"
"N03-1017";"5241";"use"
"J03-1002";"5242";"use"
"W09-1120";"5243";"present"
"W09-1120";"5244";"present"
"N10-1116";"5245";"present"
"D08-1070";"5246";"present"
"W09-1403";"5247";"present"
"N10-1081";"5248";"introduce"
"N03-1017";"5249";"method"
"J03-1002";"5250";"method"
"P06-1115";"5251";"method"
"P06-1115";"5252";"present"
"N06-1056";"5253";"use"
"P06-1115";"5254";"method"
"N06-1056";"5255";"method"
"P06-1032";"5256";"present"
"P05-1022";"5257";"approach"
"N06-1020";"5258";"present"
"N10-1003";"5259";"use"
"P09-1057";"5260";"proposed by"
"W08-0320";"5261";"present"
"W08-0320";"5262";"present"
"E09-1082";"5263";"present"
"P98-2188";"5264";"use"
"P09-1012";"5265";"present"
"P05-1059";"5266";"proposed by"
"N01-1020";"5267";"proposed by"
"N01-1020";"5268";"proposed by"
"W02-2026";"5269";"proposed by"
"J10-4006";"5270";"present"
"D08-1014";"5271";"present"
"P07-1123";"5272";"use"
"P06-1062";"5273";"present"
"E06-1015";"5274";"proposed by"
"E06-1015";"5275";"proposed by"
"D09-1143";"5276";"proposed by"
"P04-1054";"5277";"method"
"D07-1076";"5278";"method"
"W06-3104";"5279";"proposed by"
"N10-1122";"5280";"present"
"D09-1159";"5281";"use"
"D09-1159";"5282";"use"
"P03-1058";"5283";"report"
"W07-0718";"5284";"report"
"W06-3113";"5285";"use"
"N09-1068";"5286";"proposed by"
"D07-1055";"5287";"use"
"P10-1132";"5288";"report"
"N10-1083";"5289";"report"
"P07-1034";"5290";"approach"
"W09-0210";"5291";"proposed by"
"P07-1094";"5292";"method"
"D07-1031";"5293";"method"
"E06-1027";"5294";"use"
"E97-1023";"5295";"present"
"W06-1642";"5296";"use"
"P05-1017";"5297";"use"
"N07-1033";"5298";"use"
"N10-1013";"5299";"present"
"N04-4038";"5300";"use"
"W03-1207";"5301";"present"
"W03-1207";"5302";"present"
"P02-1051";"5303";"use"
"P04-1021";"5304";"approach"
"P98-2220";"5305";"approach"
"P98-2220";"5306";"approach"
"P04-1021";"5307";"approach"
"N06-1024";"5308";"present"
"P02-1018";"5309";"use"
"P00-1022";"5310";"present"
"D07-1057";"5311";"present"
"D07-1057";"5312";"method"
"P05-1032";"5313";"report"
"D10-1013";"5314";"use"
"P05-1032";"5315";"approach"
"N04-1015";"5316";"use"
"P09-1011";"5317";"introduce"
"D09-1042";"5318";"use"
"P06-1139";"5319";"use"
"P07-1121";"5320";"use"
"P07-1121";"5321";"use"
"P06-1038";"5322";"approach"
"P98-2127";"5323";"approach"
"P07-2055";"5324";"approach"
"P09-1058";"5325";"approach"
"W04-3236";"5326";"approach"
"P08-1101";"5327";"approach"
"N04-1035";"5328";"present"
"P06-1077";"5329";"present"
"P07-1089";"5330";"present"
"P01-1067";"5331";"present"
"W10-2805";"5332";"proposed by"
"P08-1028";"5333";"proposed by"
"P02-1040";"5334";"use"
"P09-1075";"5335";"approach"
"D09-1036";"5336";"approach"
"P09-1077";"5337";"approach"
"D07-1110";"5338";"use"
"W06-1206";"5339";"use"
"D07-1110";"5340";"use"
"W06-1206";"5341";"use"
"N10-1116";"5342";"use"
"E09-1013";"5343";"present"
"P12-1092";"5344";"approach"
"P12-1092";"5345";"approach"
"N15-1069";"5346";"approach"
"P12-1092";"5347";"approach"
"N15-1069";"5348";"approach"
"W06-1673";"5349";"approach"
"P13-2026";"5350";"present"
"Q15-1031";"5351";"proposed by"
"P11-2111";"5352";"proposed by"
"P10-1001";"5353";"use"
"W13-3520";"5354";"use"
"W02-1011";"5355";"use"
"P08-1090";"5356";"proposed by"
"D12-1082";"5357";"present"
"P13-4023";"5358";"use"
"W06-0804";"5359";"use"
"P09-1027";"5360";"use"
"W06-3108";"5361";"present"
"N03-1017";"5362";"use"
"W05-0821";"5363";"use"
"D14-1218";"5364";"present"
"D14-1218";"5365";"proposed by"
"P07-1071";"5366";"present"
"P13-1009";"5367";"present"
"W04-3252";"5368";"method"
"S12-1035";"5369";"present"
"N15-1122";"5370";"present"
"J13-1006";"5371";"proposed by"
"E09-1059";"5372";"present"
"P04-1035";"5373";"approach"
"D13-1090";"5374";"use"
"D14-1181";"5375";"present"
"P15-1061";"5376";"present"
"N13-1053";"5377";"present"
"P13-1093";"5378";"present"
"W12-0403";"5379";"approach"
"P09-2078";"5380";"approach"
"D11-1018";"5381";"present"
"P05-1010";"5382";"approach"
"P11-1055";"5383";"proposed by"
"P09-1113";"5384";"proposed by"
"D12-1042";"5385";"proposed by"
"P11-1055";"5386";"method"
"P09-1113";"5387";"method"
"N06-1014";"5388";"introduce"
"N06-1014";"5389";"present"
"P13-1072";"5390";"present"
"P13-1072";"5391";"present"
"P07-1071";"5392";"use"
"J14-1002";"5393";"approach"
"Q15-1003";"5394";"present"
"P15-1109";"5395";"present"
"J14-1002";"5396";"approach"
"W04-1104";"5397";"method"
"P15-1168";"5398";"present"
"N09-1028";"5399";"approach"
"W13-2610";"5400";"proposed by"
"W13-2610";"5401";"present"
"E14-1049";"5402";"method"
"P12-1066";"5403";"approach"
"W12-2601";"5404";"use"
"W04-3250";"5405";"method"
"E12-1003";"5406";"present"
"E12-1003";"5407";"report"
"Q13-1018";"5408";"introduce"
"D12-1074";"5409";"introduce"
"P10-1146";"5410";"use"
"D11-1014";"5411";"present"
"N09-1027";"5412";"present"
"W06-3119";"5413";"proposed by"
"N15-1139";"5414";"use"
"P05-1034";"5415";"approach"
"D11-1020";"5416";"present"
"P05-1034";"5417";"present"
"P05-1034";"5418";"present"
"W06-1203";"5419";"use"
"D13-1147";"5420";"present"
"P12-1051";"5421";"use"
"P15-2121";"5422";"introduce"
"D11-1014";"5423";"use"
"P04-3022";"5424";"use"
"P13-1147";"5425";"introduce"
"D11-1014";"5426";"present"
"D09-1022";"5427";"present"
"D13-1140";"5428";"use"
"P12-2054";"5429";"use"
"D09-1026";"5430";"present"
"N15-1074";"5431";"use"
"D14-1006";"5432";"report"
"J02-4002";"5433";"approach"
"W04-1013";"5434";"present"
"D13-1180";"5435";"approach"
"P11-1019";"5436";"approach"
"N15-1184";"5437";"introduce"
"D14-1006";"5438";"use"
"D12-1082";"5439";"present"
"Q14-1019";"5440";"introduce"
"D11-1142";"5441";"approach"
"P10-1013";"5442";"approach"
"J07-2003";"5443";"use"
"P12-1092";"5444";"present"
"P12-1092";"5445";"present"
"D14-1081";"5446";"present"
"P15-1112";"5447";"present"
"D07-1059";"5448";"present"
"N15-1092";"5449";"present"
"W12-3150";"5450";"present"
"D11-1096";"5451";"use"
"P04-1054";"5452";"use"
"D11-1096";"5453";"use"
"D11-1096";"5454";"use"
"P10-1114";"5455";"use"
"D10-1050";"5456";"present"
"P13-1045";"5457";"report"
"Q13-1005";"5458";"approach"
"P13-1022";"5459";"approach"
"D14-1048";"5460";"approach"
"Q14-1030";"5461";"approach"
"P13-1140";"5462";"use"
"E03-1076";"5463";"use"
"W06-1615";"5464";"proposed by"
"P13-1129";"5465";"present"
"D13-1047";"5466";"present"
"D12-1022";"5467";"present"
"P06-2063";"5468";"present"
"D09-1019";"5469";"present"
"P11-1013";"5470";"method"
"P13-1172";"5471";"method"
"P13-1161";"5472";"method"
"D10-1006";"5473";"method"
"P15-1033";"5474";"use"
"P15-1033";"5475";"report"
"P13-1013";"5476";"present"
"W08-2102";"5477";"report"
"P05-1022";"5478";"report"
"P12-1024";"5479";"use"
"J03-4003";"5480";"report"
"P05-1039";"5481";"report"
"D15-1178";"5482";"use"
"N07-1051";"5483";"report"
"N07-1051";"5484";"report"
"N10-1003";"5485";"report"
"P12-1046";"5486";"report"
"D09-1161";"5487";"report"
"D14-1041";"5488";"present"
"P15-1109";"5489";"present"
"P13-1041";"5490";"use"
"P13-2081";"5491";"use"
"N12-1006";"5492";"use"
"D14-1088";"5493";"method"
"D14-1088";"5494";"introduce"
"D14-1088";"5495";"approach"
"P09-1031";"5496";"approach"
"N13-1127";"5497";"use"
"P15-1033";"5498";"report"
"P15-1032";"5499";"report"
"P15-2136";"5500";"method"
"P13-1035";"5501";"present"
"P13-1035";"5502";"present"
"J05-1004";"5503";"use"
"D14-1108";"5504";"method"
"P10-1040";"5505";"method"
"P96-1041";"5506";"use"
"N10-1028";"5507";"present"
"P09-1088";"5508";"method"
"P11-2031";"5509";"use"
"W06-3105";"5510";"present"
"D12-1021";"5511";"proposed by"
"D12-1089";"5512";"use"
"N10-1028";"5513";"approach"
"D12-1021";"5514";"approach"
"J00-4004";"5515";"present"
"J00-4004";"5516";"use"
"D13-1047";"5517";"method"
"W03-1101";"5518";"method"
"P13-1136";"5519";"method"
"D11-1120";"5520";"use"
"P11-1062";"5521";"introduce"
"P11-1081";"5522";"method"
"P11-1081";"5523";"method"
"P11-1081";"5524";"method"
"W11-0106";"5525";"present"
"D14-1082";"5526";"use"
"P15-1033";"5527";"present"
"P15-1117";"5528";"report"
"D10-1076";"5529";"present"
"D14-1190";"5530";"method"
"P13-1004";"5531";"method"
"E14-1043";"5532";"method"
"P15-1169";"5533";"method"
"P13-2119";"5534";"use"
"D09-1074";"5535";"present"
"D14-1162";"5536";"approach"
"P09-2004";"5537";"use"
"P09-1077";"5538";"method"
"P13-2013";"5539";"method"
"P09-1077";"5540";"method"
"P09-1113";"5541";"use"
"P13-1128";"5542";"method"
"P13-2024";"5543";"report"
"D14-1162";"5544";"present"
"D10-1115";"5545";"proposed by"
"D12-1110";"5546";"proposed by"
"D10-1017";"5547";"method"
"D10-1017";"5548";"method"
"D15-1243";"5549";"present"
"D07-1080";"5550";"method"
"D07-1080";"5551";"method"
"W12-0209";"5552";"use"
"P01-1008";"5553";"approach"
"W04-0902";"5554";"approach"
"D14-1159";"5555";"present"
"P13-1008";"5556";"present"
"D07-1002";"5557";"use"
"P04-1082";"5558";"present"
"D10-1062";"5559";"report"
"P03-1055";"5560";"present"
"P02-1018";"5561";"present"
"W03-0425";"5562";"present"
"W09-1119";"5563";"present"
"P02-1060";"5564";"present"
"W12-2037";"5565";"approach"
"W12-2037";"5566";"approach"
"D13-1203";"5567";"present"
"W12-2109";"5568";"use"
"N13-1050";"5569";"use"
"D13-1007";"5570";"use"
"D13-1170";"5571";"present"
